Referencia,Fecha Alta,Tipo,Operación,Departamento,Area (m2),Precio Venta/Alquiler,Fecha Venta,Vendedor
2513,43268,Casa,Venta,Cundinamarca,180,88794000,43385,Jesús
2514,43268,Industrial,Venta,Boyacá,134,108325600,43470,Jesús
2515,43268,Local,Alquiler,Boyacá,245,203080500,43445,María
2516,43269,lote,Alquiler,Meta,45,18117000,43501,Jesús
2517,43269,Local,Alquiler,Norte de Santander,297,216216000,43462,Jesús
2518,43269,Casa,Venta,Meta,248,182602400,,
2519,43271,Oficina,Alquiler,Boyacá,63,41391000,43584,María
2520,43272,Oficina,Venta,Norte de Santander,277,225034800,43576,Jesús
2521,43272,Oficina,Venta,Boyacá,212,173606800,43458,Joaquín
2522,43272,Local,Alquiler,Norte de Santander,97,62021800,43498,Jesús
2523,43272,Casa,Alquiler,Cundinamarca,241,132766900,43534,Jesús
2524,43273,Industrial,Venta,Meta,91,88533900,43371,Pedro
2525,43273,Casa,Alquiler,Meta,246,219850200,43414,Carmen
2526,43274,Oficina,Alquiler,Meta,178,101086200,43412,Carmen
2527,43274,lote,Venta,Boyacá,298,245879800,43444,Jesús
2528,43275,lote,Alquiler,Cundinamarca,177,71826600,43544,Joaquín
2529,43275,lote,Alquiler,Cundinamarca,281,152161500,43574,Carmen
2530,43275,parqueadero,Alquiler,Cundinamarca,113,79721500,43437,María
2531,43276,Casa,Alquiler,Meta,213,125350500,43514,María
2532,43276,apartamento,Venta,Meta,66,37303200,,
2533,43276,parqueadero,Alquiler,Boyacá,155,91233000,43432,Pedro
2534,43276,Oficina,Venta,Norte de Santander,246,108781200,43397,Jesús
2535,43277,apartamento,Venta,Boyacá,99,81962100,43384,Pedro
2536,43278,apartamento,Venta,Norte de Santander,214,198870200,,
2537,43279,apartamento,Alquiler,Norte de Santander,71,32028100,43531,Jesús
2538,43279,Casa,Venta,Boyacá,214,150442000,43448,Joaquín
2539,43281,apartamento,Alquiler,Norte de Santander,68,39678000,43506,Carmen
2540,43281,lote,Alquiler,Norte de Santander,126,53663400,,
2541,43281,lote,Venta,Boyacá,209,184442500,43565,Pedro
2542,43281,Oficina,Venta,Norte de Santander,291,284976300,43583,Joaquín
2543,43281,Industrial,Venta,Norte de Santander,46,37310600,,
2544,43282,Industrial,Alquiler,Cundinamarca,160,77440000,43503,Joaquín
2545,43282,Industrial,Venta,Norte de Santander,212,169112400,43392,María
2546,43282,parqueadero,Alquiler,Norte de Santander,89,59469800,43549,Jesús
2547,43282,parqueadero,Alquiler,Boyacá,234,118263600,43438,Carmen
2548,43283,Industrial,Venta,Norte de Santander,195,157638000,43579,Luisa
2549,43283,parqueadero,Alquiler,Meta,147,136298400,43508,Carmen
2550,43283,parqueadero,Alquiler,Cundinamarca,163,129894700,43457,María
2551,43283,lote,Alquiler,Meta,187,105991600,43376,Carmen
2552,43284,Industrial,Alquiler,Boyacá,103,51747200,,
2553,43285,Industrial,Alquiler,Norte de Santander,74,30428800,43592,Luisa
2554,43285,Industrial,Alquiler,Cundinamarca,275,241532500,43451,Carmen
2555,43285,Casa,Venta,Cundinamarca,267,209114400,43458,Luisa
2556,43285,Oficina,Venta,Cundinamarca,250,129850000,43428,Joaquín
2557,43286,parqueadero,Alquiler,Cundinamarca,283,147018500,43452,Jesús
2558,43287,Industrial,Alquiler,Cundinamarca,212,175896400,43548,Luisa
2559,43287,Local,Alquiler,Norte de Santander,76,54644000,43565,Luisa
2560,43288,apartamento,Venta,Norte de Santander,136,58085600,,
2561,43288,apartamento,Alquiler,Norte de Santander,58,35061000,43533,María
2562,43288,Industrial,Venta,Norte de Santander,144,59832000,,
2563,43289,apartamento,Alquiler,Cundinamarca,245,128404500,43592,Joaquín
2564,43289,Local,Venta,Norte de Santander,103,76632000,43579,Jesús
2565,43289,Local,Alquiler,Cundinamarca,155,84537000,43568,Joaquín
2566,43290,Oficina,Venta,Cundinamarca,81,65488500,43417,Pedro
2567,43290,lote,Venta,Cundinamarca,157,91483900,43394,Jesús
2568,43291,Casa,Alquiler,Boyacá,83,50347800,43559,Joaquín
2569,43291,Local,Alquiler,Norte de Santander,50,39040000,43480,Carmen
2570,43291,parqueadero,Venta,Cundinamarca,93,51243000,43583,Carmen
2571,43291,lote,Venta,Meta,191,112747300,43556,Luisa
2572,43291,Industrial,Venta,Meta,169,115410100,,
2573,43292,Industrial,Venta,Boyacá,138,66874800,43484,Carmen
2574,43292,parqueadero,Venta,Cundinamarca,256,247091200,,
2575,43294,Oficina,Venta,Boyacá,58,40971200,,
2576,43294,lote,Venta,Cundinamarca,167,88894100,43574,Luisa
2577,43294,apartamento,Alquiler,Boyacá,290,270222000,43540,Carmen
2578,43295,apartamento,Alquiler,Meta,139,87987000,43517,Pedro
2579,43297,parqueadero,Alquiler,Norte de Santander,274,218953400,43421,Luisa
2580,43297,Industrial,Alquiler,Boyacá,83,37524300,43479,Pedro
2581,43297,Oficina,Venta,Norte de Santander,130,106171000,43535,Pedro
2582,43297,Casa,Venta,Norte de Santander,101,88960800,43478,María
2583,43298,lote,Alquiler,Cundinamarca,155,95061500,43419,María
2584,43298,lote,Alquiler,Cundinamarca,234,101696400,43542,Luisa
2585,43298,apartamento,Alquiler,Norte de Santander,244,131564800,43525,María
2586,43299,lote,Alquiler,Boyacá,252,188974800,43427,Luisa
2587,43299,Casa,Venta,Cundinamarca,229,163437300,43453,Jesús
2588,43299,Industrial,Venta,Cundinamarca,193,155905400,,
2589,43299,Industrial,Alquiler,Cundinamarca,132,94934400,,
2590,43300,lote,Alquiler,Boyacá,273,268222500,43500,Pedro
2591,43300,lote,Venta,Meta,213,135957900,43520,Carmen
2592,43300,parqueadero,Venta,Norte de Santander,150,107625000,43409,Carmen
2593,43300,parqueadero,Alquiler,Norte de Santander,147,89184900,,
2594,43301,Local,Venta,Boyacá,265,163293000,43532,María
2595,43301,Oficina,Alquiler,Norte de Santander,170,103938000,43429,Joaquín
2596,43302,Oficina,Venta,Cundinamarca,258,170099400,43396,Jesús
2597,43302,lote,Venta,Norte de Santander,68,48960000,43541,Jesús
2598,43302,Oficina,Alquiler,Cundinamarca,91,65902200,43522,Pedro
2599,43303,Casa,Venta,Boyacá,259,162677900,43586,Joaquín
2600,43303,parqueadero,Venta,Cundinamarca,64,48582400,43520,María
2601,43303,parqueadero,Venta,Norte de Santander,200,102100000,43424,Joaquín
2602,43304,Oficina,Alquiler,Boyacá,157,109586000,43576,Luisa
2603,43304,parqueadero,Venta,Norte de Santander,98,49754600,43458,Luisa
2604,43305,Oficina,Venta,Cundinamarca,112,67020800,43521,María
2605,43305,apartamento,Alquiler,Boyacá,163,155045600,43499,Carmen
2606,43305,apartamento,Alquiler,Meta,293,143189100,,
2607,43306,apartamento,Alquiler,Boyacá,195,189969000,43422,Jesús
2608,43306,parqueadero,Alquiler,Boyacá,159,93110400,43544,María
2609,43307,parqueadero,Alquiler,Norte de Santander,123,71499900,,
2610,43308,Oficina,Venta,Cundinamarca,143,136593600,43537,María
2611,43308,parqueadero,Alquiler,Meta,177,106430100,,
2612,43308,Oficina,Venta,Norte de Santander,65,59819500,43403,Joaquín
2613,43309,Casa,Venta,Cundinamarca,294,261836400,,
2614,43309,parqueadero,Venta,Meta,242,184428200,,
2615,43309,Casa,Alquiler,Cundinamarca,239,219999500,43528,Jesús
2616,43309,parqueadero,Alquiler,Boyacá,282,117030000,43449,Jesús
2617,43310,lote,Alquiler,Cundinamarca,117,61074000,43561,María
2618,43310,Industrial,Venta,Boyacá,84,76986000,43467,Joaquín
2619,43311,Local,Alquiler,Cundinamarca,93,86778300,43464,María
2620,43312,lote,Alquiler,Boyacá,102,68809200,43486,Joaquín
2621,43312,lote,Venta,Meta,194,147653400,43431,Luisa
2622,43312,Oficina,Alquiler,Boyacá,291,287420700,43579,Jesús
2623,43312,parqueadero,Alquiler,Boyacá,108,100234800,,
2624,43312,apartamento,Alquiler,Meta,52,39509600,43545,María
2625,43313,Local,Venta,Meta,277,123292700,,
2626,43313,lote,Venta,Norte de Santander,97,51555500,,
2627,43314,lote,Venta,Norte de Santander,259,120253700,43571,María
2628,43314,parqueadero,Alquiler,Boyacá,237,173223300,43488,Pedro
2629,43314,lote,Venta,Meta,295,170628000,43499,Joaquín
2630,43315,parqueadero,Alquiler,Meta,53,39575100,43573,Joaquín
2631,43315,apartamento,Venta,Boyacá,291,177655500,,
2632,43316,Industrial,Venta,Boyacá,186,152761800,43550,Joaquín
2633,43316,apartamento,Venta,Meta,115,88044000,43486,María
2634,43318,lote,Venta,Norte de Santander,234,199438200,43528,María
2635,43318,apartamento,Alquiler,Meta,253,221197900,43529,María
2636,43319,parqueadero,Alquiler,Cundinamarca,169,167360700,43472,Luisa
2637,43319,parqueadero,Venta,Norte de Santander,249,142253700,43557,Luisa
2638,43320,Oficina,Alquiler,Norte de Santander,97,69616900,,
2639,43320,parqueadero,Venta,Norte de Santander,211,145632200,43427,Carmen
2640,43320,Local,Venta,Meta,78,59677800,43440,Pedro
2641,43320,Oficina,Venta,Norte de Santander,133,105322700,43495,Jesús
2642,43320,Industrial,Alquiler,Boyacá,275,217195000,,
2643,43321,Casa,Alquiler,Boyacá,274,123300000,43501,Joaquín
2644,43321,Industrial,Venta,Cundinamarca,282,220524000,,
2645,43322,Casa,Venta,Boyacá,232,134165600,43435,Joaquín
2646,43323,Oficina,Alquiler,Meta,268,198480800,43530,Carmen
2647,43323,Industrial,Alquiler,Cundinamarca,270,170532000,43550,Luisa
2648,43323,Local,Alquiler,Cundinamarca,220,177254000,43459,Pedro
2649,43323,Casa,Venta,Norte de Santander,112,109345600,43489,Pedro
2650,43323,apartamento,Venta,Meta,275,132412500,43465,Carmen
2651,43324,Industrial,Alquiler,Cundinamarca,126,119939400,,
2652,43325,Local,Venta,Meta,98,95726400,,
2653,43325,parqueadero,Venta,Cundinamarca,110,64306000,43458,Carmen
2654,43325,apartamento,Alquiler,Norte de Santander,297,290941200,,
2655,43325,lote,Venta,Boyacá,118,89113600,,
2656,43325,Oficina,Alquiler,Cundinamarca,86,73323600,43449,Jesús
2657,43326,Oficina,Alquiler,Cundinamarca,192,162240000,43420,Carmen
2658,43326,parqueadero,Alquiler,Meta,207,147321900,43516,Jesús
2659,43326,Oficina,Venta,Meta,73,39514900,,
2660,43327,Casa,Alquiler,Meta,61,56376200,,
2661,43328,Oficina,Venta,Norte de Santander,81,55760400,43451,Carmen
2662,43329,Local,Venta,Boyacá,179,95424900,43455,Carmen
2663,43329,lote,Alquiler,Norte de Santander,116,104144800,,
2664,43331,parqueadero,Venta,Boyacá,164,116554800,,
2665,43333,Industrial,Alquiler,Norte de Santander,71,33604300,43529,Luisa
2666,43333,Oficina,Venta,Cundinamarca,258,253923600,43476,Joaquín
2667,43333,parqueadero,Alquiler,Boyacá,118,85349400,,
2668,43333,apartamento,Venta,Meta,84,55414800,,
2669,43334,Industrial,Venta,Norte de Santander,165,88935000,43476,Carmen
2670,43334,lote,Alquiler,Cundinamarca,215,169463000,,
2671,43334,parqueadero,Venta,Boyacá,99,92574900,,
2672,43334,Local,Venta,Cundinamarca,128,99609600,43582,Luisa
2673,43334,parqueadero,Alquiler,Cundinamarca,40,38028000,43553,Jesús
2674,43335,Casa,Venta,Cundinamarca,173,76085400,43537,Jesús
2675,43335,apartamento,Venta,Cundinamarca,41,21914500,43455,Carmen
2676,43335,apartamento,Venta,Norte de Santander,294,257455800,,
2677,43336,lote,Venta,Boyacá,214,111494000,,
2678,43336,Casa,Venta,Meta,239,179369500,43450,Carmen
2679,43337,apartamento,Alquiler,Norte de Santander,58,32659800,43547,María
2680,43337,Local,Venta,Meta,228,109645200,43555,Luisa
2681,43338,parqueadero,Alquiler,Cundinamarca,61,53149300,43468,Jesús
2682,43338,lote,Venta,Boyacá,269,197150100,,
2683,43338,parqueadero,Alquiler,Cundinamarca,59,30774400,43583,María
2684,43339,lote,Alquiler,Cundinamarca,67,50625200,,
2685,43339,apartamento,Alquiler,Norte de Santander,76,49856000,43493,Pedro
2686,43340,Casa,Alquiler,Meta,199,127738100,,
2687,43340,apartamento,Alquiler,Cundinamarca,146,128742800,,
2688,43340,parqueadero,Venta,Norte de Santander,220,123024000,,
2689,43340,apartamento,Venta,Norte de Santander,263,217316900,43485,María
2690,43341,Local,Venta,Cundinamarca,272,239931200,43462,Luisa
2691,43341,parqueadero,Alquiler,Norte de Santander,44,38007200,43448,Joaquín
2692,43341,Casa,Alquiler,Meta,73,35485300,,
2693,43341,apartamento,Venta,Meta,215,198144000,43588,Jesús
2694,43342,apartamento,Venta,Boyacá,233,220165200,,
2695,43342,lote,Venta,Norte de Santander,186,169594800,43547,Pedro
2696,43342,Casa,Venta,Meta,255,208029000,43484,Luisa
2697,43343,Oficina,Venta,Cundinamarca,298,297731800,,
2698,43344,Local,Alquiler,Cundinamarca,43,40377000,43524,Jesús
2699,43344,apartamento,Venta,Meta,70,63413000,43515,Joaquín
2700,43345,apartamento,Venta,Norte de Santander,179,102549100,,
2701,43346,lote,Venta,Norte de Santander,203,119161000,43458,María
2702,43346,Industrial,Alquiler,Meta,158,155377200,43575,Luisa
2703,43347,Casa,Venta,Cundinamarca,289,253424100,43493,María
2704,43347,Casa,Alquiler,Cundinamarca,221,155628200,,
2705,43347,Casa,Alquiler,Meta,67,61325100,43532,Joaquín
2706,43347,Local,Alquiler,Boyacá,171,117648000,,
2707,43348,apartamento,Venta,Meta,51,35149200,43491,María
2708,43348,Local,Alquiler,Norte de Santander,242,232634600,,
2709,43349,Casa,Alquiler,Norte de Santander,291,164356800,,
2710,43349,apartamento,Alquiler,Norte de Santander,274,244572400,43454,Luisa
2711,43350,parqueadero,Venta,Norte de Santander,286,215358000,,
2712,43350,lote,Alquiler,Meta,71,34882300,,
2713,43350,Oficina,Venta,Norte de Santander,239,199493300,43564,Carmen
2714,43350,Industrial,Alquiler,Norte de Santander,53,47843100,43493,Carmen
2715,43350,parqueadero,Alquiler,Boyacá,151,111090700,,
2716,43350,Local,Venta,Boyacá,224,207648000,,
2717,43351,lote,Alquiler,Meta,94,40711400,43579,Pedro
2718,43351,Oficina,Venta,Meta,245,134970500,,
2719,43351,apartamento,Alquiler,Boyacá,122,77055200,,
2720,43352,Casa,Venta,Boyacá,188,91838000,,
2721,43352,parqueadero,Venta,Meta,48,25699200,,
2722,43353,parqueadero,Venta,Cundinamarca,251,218093900,,
2723,43353,Oficina,Alquiler,Boyacá,142,68060600,43515,Pedro
2724,43353,parqueadero,Venta,Boyacá,202,87425600,,
2725,43353,Oficina,Alquiler,Meta,285,129931500,,
2726,43354,apartamento,Venta,Meta,100,54510000,43476,Pedro
2727,43354,Local,Venta,Meta,230,158079000,43528,Carmen
2728,43355,Industrial,Alquiler,Boyacá,109,59132500,43472,Joaquín
2729,43355,Oficina,Venta,Boyacá,183,92049000,,
2730,43356,parqueadero,Venta,Cundinamarca,68,58323600,,
2731,43356,apartamento,Venta,Cundinamarca,294,288531600,43509,María
2732,43357,Oficina,Venta,Boyacá,225,123952500,,
2733,43357,apartamento,Alquiler,Meta,117,48227400,43587,María
2734,43358,Local,Venta,Norte de Santander,197,196724200,43462,Pedro
2735,43358,Oficina,Venta,Boyacá,151,105775500,,
2736,43359,lote,Alquiler,Boyacá,224,195686400,43493,Carmen
2737,43359,Oficina,Alquiler,Cundinamarca,72,60444000,,
2738,43359,parqueadero,Alquiler,Boyacá,109,53540800,43471,Joaquín
2739,43360,Oficina,Alquiler,Meta,126,77905800,,
2740,43361,Oficina,Venta,Boyacá,239,229798500,,
2741,43362,Industrial,Venta,Cundinamarca,144,67219200,43511,María
2742,43362,lote,Venta,Boyacá,182,129875200,,
2743,43362,apartamento,Venta,Meta,137,57868800,,
2744,43362,Industrial,Venta,Meta,245,172823000,,
2745,43362,Oficina,Venta,Cundinamarca,164,104025200,43467,Carmen
2746,43363,lote,Venta,Cundinamarca,131,113498400,,
2747,43363,lote,Alquiler,Meta,208,206668800,,
2748,43363,Industrial,Venta,Meta,132,57934800,43465,Carmen
2749,43364,Casa,Venta,Boyacá,211,132613500,,
2750,43364,parqueadero,Venta,Boyacá,257,212127800,43519,Joaquín
2751,43364,Industrial,Alquiler,Cundinamarca,279,126219600,43579,Jesús
2752,43365,Local,Venta,Norte de Santander,257,224283900,,
2753,43365,lote,Venta,Boyacá,138,131721000,43472,María
2754,43366,apartamento,Venta,Cundinamarca,254,200126600,43506,Luisa
2755,43366,Oficina,Alquiler,Norte de Santander,134,108861600,43535,María
2756,43366,Oficina,Venta,Norte de Santander,261,147517200,,
2757,43368,Oficina,Alquiler,Meta,189,95860800,43519,Jesús
2758,43368,apartamento,Venta,Boyacá,98,45834600,,
2759,43368,lote,Alquiler,Boyacá,41,18597600,43484,Luisa
2760,43368,apartamento,Alquiler,Cundinamarca,110,64108000,43496,Carmen
2761,43369,lote,Alquiler,Meta,77,37506700,43475,Carmen
2762,43370,Local,Venta,Meta,211,181987500,,
2763,43370,Oficina,Venta,Boyacá,135,134554500,43592,Luisa
2764,43371,Casa,Alquiler,Boyacá,133,97688500,43479,Pedro
2765,43371,lote,Venta,Boyacá,115,109422500,,
2766,43371,lote,Alquiler,Norte de Santander,194,151921400,,
2767,43372,Industrial,Venta,Cundinamarca,216,173426400,43591,Pedro
2768,43372,Casa,Venta,Cundinamarca,258,153690600,,
2769,43373,Casa,Venta,Norte de Santander,142,119407800,43554,Joaquín
2770,43373,apartamento,Venta,Norte de Santander,244,229140400,43578,María
2771,43375,Industrial,Venta,Norte de Santander,77,49688100,43497,Luisa
2772,43375,Local,Alquiler,Norte de Santander,72,37267200,43589,María
2773,43375,apartamento,Venta,Cundinamarca,292,153621200,,
2774,43375,lote,Alquiler,Norte de Santander,271,178019900,43544,Carmen
2775,43376,Local,Venta,Cundinamarca,192,148454400,,
2776,43377,apartamento,Venta,Norte de Santander,290,238177000,43535,María
2777,43377,Industrial,Venta,Meta,284,207263200,43498,Joaquín
2778,43377,apartamento,Venta,Boyacá,145,94902500,43485,Joaquín
2779,43377,Casa,Venta,Norte de Santander,295,165878500,,
2780,43378,Industrial,Venta,Norte de Santander,157,124249800,43550,Luisa
2781,43378,lote,Venta,Meta,95,72409000,,
2782,43378,Industrial,Venta,Cundinamarca,182,89653200,,
2783,43379,Local,Venta,Meta,223,98588300,43569,Luisa
2784,43379,Oficina,Venta,Cundinamarca,272,200817600,,
2785,43380,lote,Venta,Norte de Santander,51,28896600,,
2786,43380,lote,Venta,Meta,215,101501500,43527,Carmen
2787,43380,Casa,Venta,Meta,123,121142700,43564,Jesús
2788,43381,apartamento,Alquiler,Cundinamarca,59,55247600,,
2789,43381,lote,Alquiler,Norte de Santander,136,77724000,43559,Carmen
2790,43381,Industrial,Venta,Norte de Santander,212,156562000,43559,María
2791,43381,apartamento,Venta,Cundinamarca,99,91446300,43487,Jesús
2792,43381,Local,Venta,Boyacá,217,177050300,43507,Pedro
2793,43382,Casa,Venta,Norte de Santander,250,137050000,,
2794,43382,Casa,Venta,Norte de Santander,57,36058200,,
2795,43382,Local,Alquiler,Boyacá,280,232708000,,
2796,43382,Local,Alquiler,Cundinamarca,191,134521300,,
2797,43383,parqueadero,Venta,Boyacá,275,209605000,,
2798,43383,Oficina,Alquiler,Meta,202,102898800,,
2799,43384,Oficina,Alquiler,Cundinamarca,178,131933600,,
2800,43384,Casa,Venta,Cundinamarca,212,210812800,,
2801,43386,lote,Venta,Meta,189,179436600,,
2802,43386,Oficina,Venta,Boyacá,64,59488000,43561,Luisa
2803,43386,parqueadero,Venta,Meta,244,242975200,43480,Carmen
2804,43386,lote,Alquiler,Boyacá,117,76260600,,
2805,43386,Local,Venta,Norte de Santander,271,192355800,43572,Luisa
2806,43386,Oficina,Alquiler,Meta,271,262192500,43515,Carmen
2807,43387,apartamento,Venta,Cundinamarca,133,106652700,43585,Luisa
2808,43387,lote,Alquiler,Meta,293,256052700,,
2809,43388,parqueadero,Venta,Norte de Santander,206,165974200,43532,Jesús
2810,43388,Industrial,Alquiler,Boyacá,83,69578900,43514,Carmen
2811,43389,Oficina,Alquiler,Boyacá,250,148050000,43515,Luisa
2812,43389,Local,Venta,Meta,85,83963000,,
2813,43390,Industrial,Venta,Cundinamarca,292,190530000,43536,Carmen
2814,43390,Casa,Alquiler,Cundinamarca,128,54489600,,
2815,43390,Local,Venta,Norte de Santander,181,140546500,,
2816,43391,Industrial,Alquiler,Cundinamarca,92,53856800,,
2817,43391,Local,Alquiler,Meta,166,157351400,43541,Pedro
2818,43391,Casa,Venta,Meta,44,22492800,,
2819,43391,Oficina,Venta,Meta,234,143886600,,
2820,43392,Local,Venta,Boyacá,122,81715600,,
2821,43392,Casa,Venta,Boyacá,239,121555400,43588,Luisa
2822,43394,Local,Alquiler,Meta,123,96136800,,
2823,43394,Local,Alquiler,Boyacá,128,116262400,,
2824,43395,parqueadero,Venta,Norte de Santander,196,121049600,,
2825,43395,Casa,Venta,Boyacá,275,266942500,43547,Jesús
2826,43396,Industrial,Alquiler,Cundinamarca,242,125017200,43532,María
2827,43396,Oficina,Venta,Boyacá,236,130036000,,
2828,43396,parqueadero,Venta,Meta,187,151376500,,
2829,43396,Local,Alquiler,Norte de Santander,273,176631000,,
2830,43397,lote,Alquiler,Meta,187,146944600,43555,Joaquín
2831,43397,parqueadero,Alquiler,Meta,221,131870700,,
2832,43397,Oficina,Alquiler,Norte de Santander,224,112694400,43562,Joaquín
2833,43398,parqueadero,Alquiler,Boyacá,137,93146300,,
2834,43398,apartamento,Venta,Meta,192,166176000,,
2835,43399,Local,Venta,Boyacá,293,195606800,43588,Jesús
2836,43399,apartamento,Alquiler,Boyacá,111,52913700,,
2837,43399,Industrial,Venta,Norte de Santander,50,46685000,,
2838,43399,Industrial,Alquiler,Norte de Santander,41,37929100,43581,María
2839,43399,Local,Venta,Cundinamarca,53,50625600,,
2840,43401,Casa,Alquiler,Meta,247,110730100,,
2841,43402,Industrial,Alquiler,Cundinamarca,172,116702000,43552,Pedro
2842,43402,Casa,Alquiler,Norte de Santander,125,104162500,43589,Pedro
2843,43402,lote,Alquiler,Boyacá,245,124092500,,
2844,43402,lote,Alquiler,Norte de Santander,73,66057700,43549,Carmen
2845,43402,Industrial,Venta,Norte de Santander,247,184336100,43495,Pedro
2846,43402,apartamento,Alquiler,Meta,156,88732800,,
2847,43403,parqueadero,Alquiler,Boyacá,63,41699700,43537,Joaquín
2848,43403,Casa,Alquiler,Meta,99,45549900,,
2849,43404,apartamento,Alquiler,Norte de Santander,285,194056500,,
2850,43404,parqueadero,Venta,Cundinamarca,285,163875000,43589,Carmen
2851,43404,Oficina,Venta,Norte de Santander,294,226762200,,
2852,43405,Local,Alquiler,Meta,121,56761100,43542,Jesús
2853,43405,apartamento,Alquiler,Meta,260,229216000,43531,Jesús
2854,43406,Casa,Venta,Norte de Santander,190,110523000,,
2855,43406,Oficina,Alquiler,Boyacá,47,40081600,43552,Carmen
2856,43406,Casa,Venta,Norte de Santander,141,82188900,,
2857,43407,lote,Alquiler,Cundinamarca,283,256992300,43552,Pedro
2858,43407,parqueadero,Alquiler,Boyacá,123,96345900,,
2859,43407,parqueadero,Alquiler,Boyacá,141,76393800,43591,Jesús
2860,43407,parqueadero,Alquiler,Boyacá,43,29472200,43590,Jesús
2861,43407,lote,Alquiler,Cundinamarca,76,35408400,,
2862,43407,parqueadero,Alquiler,Norte de Santander,275,162360000,43583,Pedro
2863,43407,Industrial,Venta,Norte de Santander,67,63710300,43581,Pedro
2864,43408,Oficina,Venta,Boyacá,130,118638000,43530,Jesús
2865,43408,Local,Alquiler,Norte de Santander,197,170405000,,
2866,43408,apartamento,Venta,Boyacá,292,142700400,,
2867,43409,Industrial,Alquiler,Boyacá,208,126900800,,
2868,43409,Oficina,Venta,Boyacá,248,127025600,,
2869,43409,Industrial,Alquiler,Cundinamarca,75,48060000,,
2870,43409,Casa,Alquiler,Cundinamarca,212,135764800,43580,Luisa
2871,43409,Industrial,Venta,Boyacá,246,234536400,,
2872,43410,parqueadero,Venta,Boyacá,267,151629300,43517,Joaquín
2873,43411,Industrial,Venta,Cundinamarca,136,126262400,43551,Carmen
2874,43411,Oficina,Venta,Norte de Santander,67,34270500,,
2875,43411,Local,Alquiler,Norte de Santander,166,160771000,,
2876,43411,Casa,Venta,Norte de Santander,129,72201300,43542,Carmen
2877,43412,Local,Alquiler,Cundinamarca,174,79935600,,
2878,43412,parqueadero,Venta,Norte de Santander,124,95083200,,
2879,43412,Oficina,Venta,Boyacá,165,135580500,,
2880,43413,parqueadero,Alquiler,Boyacá,295,176734500,43558,Jesús
2881,43413,Local,Venta,Norte de Santander,127,81546700,43580,Pedro
2882,43413,apartamento,Venta,Meta,55,23897500,,
2883,43413,Casa,Venta,Cundinamarca,70,40761000,,
2884,43413,apartamento,Alquiler,Boyacá,285,256528500,,
2885,43413,Industrial,Alquiler,Boyacá,195,141414000,,
2886,43414,lote,Alquiler,Norte de Santander,201,85002900,43577,María
2887,43414,Local,Alquiler,Norte de Santander,61,26528900,43513,Carmen
2888,43415,Local,Alquiler,Cundinamarca,239,119739000,,
2889,43415,apartamento,Alquiler,Boyacá,223,107151500,43544,Luisa
2890,43416,Industrial,Venta,Cundinamarca,72,44906400,,
2891,43416,lote,Alquiler,Boyacá,132,93667200,,
2892,43417,Industrial,Venta,Cundinamarca,262,251703400,,
2893,43417,parqueadero,Alquiler,Boyacá,186,146419200,,
2894,43417,Oficina,Alquiler,Boyacá,173,93420000,,
2895,43418,lote,Venta,Meta,124,101419600,,
2896,43418,Oficina,Alquiler,Boyacá,234,97905600,43581,Jesús
2897,43420,apartamento,Alquiler,Norte de Santander,258,105883200,,
2898,43421,Casa,Alquiler,Meta,214,177149200,,
2899,43421,Industrial,Venta,Norte de Santander,105,104590500,43579,Joaquín
2900,43422,lote,Venta,Norte de Santander,51,34481100,,
2901,43422,Casa,Venta,Meta,70,59829000,,
2902,43423,parqueadero,Venta,Norte de Santander,135,56376000,43537,Pedro
2903,43423,apartamento,Venta,Cundinamarca,199,137091100,,
2904,43424,Industrial,Alquiler,Norte de Santander,149,145483600,,
2905,43424,Casa,Alquiler,Meta,282,123967200,43534,Jesús
2906,43424,Industrial,Alquiler,Boyacá,169,72027800,,
2907,43425,apartamento,Alquiler,Meta,113,87936600,,
2908,43426,Local,Alquiler,Boyacá,128,66905600,43539,Joaquín
2909,43426,Local,Alquiler,Meta,228,208186800,,
2910,43427,lote,Alquiler,Meta,125,116637500,,
2911,43427,apartamento,Alquiler,Boyacá,282,123403200,43572,Joaquín
2912,43428,Local,Venta,Boyacá,218,210217400,,
2913,43428,parqueadero,Venta,Cundinamarca,131,100817600,,
2914,43428,Industrial,Alquiler,Meta,67,28240500,,
2915,43428,parqueadero,Venta,Cundinamarca,185,163503000,,
2916,43428,lote,Venta,Meta,176,118553600,,
2917,43430,Local,Venta,Boyacá,265,182028500,,
2918,43431,Casa,Alquiler,Cundinamarca,141,104523300,,
2919,43431,parqueadero,Venta,Boyacá,49,32727100,,
2920,43431,Oficina,Alquiler,Norte de Santander,99,83120400,,
2921,43431,Casa,Alquiler,Norte de Santander,77,36082200,,
2922,43431,lote,Venta,Meta,60,28836000,43549,Jesús
2923,43432,Casa,Alquiler,Meta,95,51936500,,
2924,43432,Local,Alquiler,Meta,175,89092500,,
2925,43432,Casa,Venta,Cundinamarca,49,36720600,43558,Jesús
2926,43432,Casa,Alquiler,Meta,197,116564900,,
2927,43432,Oficina,Venta,Boyacá,153,109578600,,
2928,43433,Oficina,Venta,Boyacá,180,146736000,,
2929,43433,Casa,Alquiler,Boyacá,253,123970000,,
2930,43433,parqueadero,Venta,Norte de Santander,82,64329000,,
2931,43433,Local,Venta,Cundinamarca,230,184759000,,
2932,43434,apartamento,Venta,Boyacá,86,70735000,,
